sequence,rx_monotonic_ns,receive_interval_ms,latency_ms,operator_powered,operator_enabled,operator_dragging,tracking_powered,mapper_armed,operator_j1,operator_j2,operator_j3,operator_j4,operator_j5,operator_j6,tracking_j1,tracking_j2,tracking_j3,tracking_j4,tracking_j5,tracking_j6,target_j1,target_j2,target_j3,target_j4,target_j5,target_j6
3481,22672141156984,8.000448,0.019403,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3482,22672149186743,8.029759,0.013582,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3483,22672157157889,7.971146,0.014944,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3484,22672165111294,7.953405,0.005018,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3485,22672173151527,8.040233,0.008333,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3486,22672181137294,7.985767,0.012880,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3487,22672189972197,8.834903,0.024035,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3488,22672197346419,7.374222,0.038224,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3489,22672205315060,7.968641,0.019659,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3490,22672213329176,8.014116,0.023662,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3491,22672221331956,8.002780,0.016926,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3492,22672229246727,7.914771,0.013001,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3493,22672237226144,7.979417,0.005669,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3494,22672245090720,7.864576,0.006397,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3495,22672253131513,8.040793,0.006189,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3496,22672261151652,8.020139,0.012499,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3497,22672269291747,8.140095,0.010054,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3498,22672277165593,7.873846,0.009418,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3499,22672285140204,7.974611,0.009293,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3500,22672293882343,8.742139,0.017869,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3501,22672301222482,7.340139,0.008670,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3502,22672309379392,8.156910,0.023002,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3503,22672317646704,8.267312,0.102513,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3504,22672325727659,8.080955,0.098064,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3505,22672333432010,7.704351,0.087308,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3506,22672341667529,8.235519,0.086841,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3507,22672349264907,7.597378,0.020223,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3508,22672357460563,8.195656,0.019927,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3509,22672365372991,7.912428,0.019257,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3510,22672373387187,8.014196,0.016779,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3511,22672381366701,7.979514,0.016574,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3512,22672389859688,8.492987,0.022762,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3513,22672397387455,7.527767,0.019710,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3514,22672405380509,7.993054,0.016567,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3515,22672413403568,8.023059,0.018288,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3516,22672421243049,7.839481,0.017407,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3517,22672429413803,8.170754,0.020046,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3518,22672437602920,8.189117,0.016834,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3519,22672445810984,8.208064,0.038796,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3520,22672453609080,7.798096,0.026937,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3521,22672461395409,7.786329,0.021690,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3522,22672469353201,7.957792,0.009864,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3523,22672477384883,8.031682,0.017935,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3524,22672485404386,8.019503,0.019787,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3525,22672494242784,8.838398,0.020056,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3526,22672501392759,7.149975,0.022005,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3527,22672509241254,7.848495,0.010881,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3528,22672517312213,8.070959,0.008386,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3529,22672525346186,8.033973,0.021694,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3530,22672533426045,8.079859,0.022489,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3531,22672541795311,8.369266,0.021777,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3532,22672549536487,7.741176,0.016085,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3533,22672557558001,8.021514,0.014942,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3534,22672565420721,7.862720,0.016977,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3535,22672573580971,8.160250,0.019011,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3536,22672581259876,7.678905,0.019625,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3537,22672589938914,8.679038,0.018244,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3538,22672597376393,7.437479,0.017895,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3539,22672605813940,8.437547,0.026031,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3540,22672613522301,7.708361,0.008612,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3541,22672621387219,7.864918,0.022579,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3542,22672629678122,8.290903,0.029343,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3543,22672637459270,7.781148,0.032996,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3544,22672645599031,8.139761,0.029196,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3545,22672653624757,8.025726,0.030793,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3546,22672661819891,8.195134,0.029945,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3547,22672669696586,7.876695,0.008280,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3548,22672677750588,8.054002,0.033632,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3549,22672685612739,7.862151,0.017771,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3550,22672694250009,8.637270,0.016256,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3551,22672701472211,7.222202,0.030829,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3552,22672710069653,8.597442,0.030437,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3553,22672717480175,7.410522,0.029495,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3554,22672725356228,7.876053,0.015851,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3555,22672733490884,8.134656,0.030526,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3556,22672741247211,7.756327,0.016913,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3557,22672749437924,8.190713,0.030788,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3558,22672757329484,7.891560,0.030118,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3559,22672765447866,8.118382,0.030240,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3560,22672773773138,8.325272,0.031759,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3561,22672781962635,8.189497,0.031423,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3562,22672790732356,8.769721,0.032210,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3563,22672797576953,6.844597,0.018283,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3564,22672805682066,8.105113,0.029785,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3565,22672813619790,7.937724,0.031003,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094913,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3566,22672821908760,8.288970,0.029564,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3567,22672829617120,7.708360,0.029181,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3568,22672837410628,7.793508,0.033131,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3569,22672845436366,8.025738,0.031383,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3570,22672853470886,8.034520,0.031428,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3571,22672861463422,7.992536,0.031369,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3572,22672870640220,9.176798,0.031594,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3573,22672877653757,7.013537,0.031166,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3574,22672885459668,7.805911,0.031331,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3575,22672894290456,8.830788,0.028263,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3576,22672901717945,7.427489,0.032866,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3577,22672909588650,7.870705,0.030535,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3578,22672917579982,7.991332,0.031629,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3579,22672925798875,8.218893,0.032599,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3580,22672933743123,7.944248,0.031057,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3581,22672941932879,8.189756,0.031238,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3582,22672949806833,7.873954,0.040139,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3583,22672957365002,7.558169,0.015520,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3584,22672965378388,8.013386,0.022553,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3585,22672973390601,8.012213,0.019617,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3586,22672981362411,7.971810,0.016913,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
3587,22672989822330,8.459919,0.018235,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
