sequence,rx_monotonic_ns,receive_interval_ms,latency_ms,operator_powered,operator_enabled,operator_dragging,tracking_powered,mapper_armed,operator_j1,operator_j2,operator_j3,operator_j4,operator_j5,operator_j6,tracking_j1,tracking_j2,tracking_j3,tracking_j4,tracking_j5,tracking_j6,target_j1,target_j2,target_j3,target_j4,target_j5,target_j6
4108,22677181769349,8.180529,0.034002,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4109,22677189776376,8.007027,0.029034,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4110,22677197479278,7.702902,0.023007,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4111,22677205451959,7.972681,0.018531,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4112,22677214034038,8.582079,0.019442,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4113,22677221491880,7.457842,0.017743,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4114,22677229593919,8.102039,0.028854,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4115,22677237483517,7.889598,0.020086,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4116,22677245494440,8.010923,0.019691,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4117,22677253730921,8.236481,0.017813,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4118,22677261613611,7.882690,0.029989,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4119,22677269299805,7.686194,0.020120,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4120,22677277342170,8.042365,0.019295,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4121,22677285351255,8.009085,0.018497,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4122,22677293574413,8.223158,0.027328,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4123,22677301379033,7.804620,0.024389,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4124,22677309396890,8.017857,0.019721,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4125,22677318603133,9.206243,0.069470,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4126,22677325483861,6.880728,0.059655,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4127,22677333527310,8.043449,0.032806,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4128,22677341339595,7.812285,0.021848,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4129,22677349237830,7.898235,0.009341,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4130,22677357319397,8.081567,0.022502,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4131,22677365341260,8.021863,0.019100,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4132,22677373326927,7.985667,0.020052,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4133,22677381280784,7.953857,0.023105,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4134,22677389305544,8.024760,0.020500,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4135,22677397619203,8.313659,0.017084,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4136,22677405551761,7.932558,0.018881,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4137,22677414691833,9.140072,0.018404,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4138,22677421913563,7.221730,0.030915,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4139,22677429856102,7.942539,0.031094,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4140,22677437623353,7.767251,0.035608,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4141,22677445465036,7.841683,0.019447,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4142,22677453536298,8.071262,0.019712,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4143,22677461550267,8.013969,0.109662,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4144,22677469717703,8.167436,0.111466,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4145,22677477311651,7.593948,0.064754,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4146,22677485117110,7.805459,0.016813,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4147,22677493257329,8.140219,0.022049,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4148,22677501649543,8.392214,0.035223,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4149,22677509400280,7.750737,0.087044,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4150,22677518526267,9.125987,0.095477,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4151,22677525677596,7.151329,0.107013,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4152,22677533807694,8.130098,0.108004,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4153,22677541665638,7.857944,0.108749,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4154,22677549592835,7.927197,0.042205,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4155,22677557239841,7.647006,0.017093,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4156,22677565240530,8.000689,0.020394,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4157,22677573224071,7.983541,0.020149,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4158,22677581234756,8.010685,0.019962,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4159,22677589246027,8.011271,0.018171,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4160,22677597247313,8.001286,0.018325,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4161,22677605099086,7.851773,0.020712,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4162,22677613689679,8.590593,0.018797,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4163,22677621239769,7.550090,0.022466,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4164,22677629226048,7.986279,0.017537,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4165,22677637543727,8.317679,0.019649,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4166,22677645620720,8.076993,0.017001,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4167,22677653477553,7.856833,0.018491,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4168,22677661516309,8.038756,0.013844,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4169,22677670123114,8.606805,0.442084,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4170,22677677525632,7.402518,0.024874,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4171,22677685467904,7.942272,0.026080,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4172,22677693361824,7.893920,0.019186,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4173,22677701325403,7.963579,0.016537,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4174,22677709417277,8.091874,0.019683,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4175,22677718301118,8.883841,0.021110,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4176,22677725458515,7.157397,0.017274,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4177,22677733426615,7.968100,0.023057,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4178,22677741341982,7.915367,0.020286,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4179,22677749715140,8.373158,0.110711,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4180,22677757790183,8.075043,0.104862,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4181,22677765544821,7.754638,0.028014,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4182,22677773588554,8.043733,0.031270,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4183,22677781715323,8.126769,0.035072,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4184,22677789671692,7.956369,0.021479,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4185,22677797418537,7.746845,0.035987,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4186,22677805529355,8.110818,0.030673,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4187,22677813860063,8.330708,0.026205,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4188,22677821428133,7.568070,0.019481,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4189,22677829393547,7.965414,0.019035,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4190,22677837288229,7.894682,0.023170,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4191,22677845312188,8.023959,0.021013,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4192,22677853369397,8.057209,0.094617,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4193,22677861390521,8.021124,0.093251,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4194,22677869478506,8.087985,0.101215,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4195,22677877742914,8.264408,0.096263,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4196,22677885632759,7.889845,0.105086,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4197,22677893712135,8.079376,0.100111,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4198,22677901703348,7.991213,0.104960,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4199,22677909418698,7.715350,0.102162,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4200,22677918164303,8.745605,0.092144,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4201,22677925364548,7.200245,0.087522,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4202,22677933386845,8.022297,0.094885,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4203,22677941373541,7.986696,0.096001,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4204,22677949348321,7.974780,0.094119,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4205,22677957336828,7.988507,0.093095,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4206,22677965319244,7.982416,0.110392,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4207,22677973335738,8.016494,0.093110,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4208,22677981353263,8.017525,0.080606,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4209,22677989905202,8.551939,0.091004,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4210,22677997628718,7.723516,0.087674,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4211,22678005628684,7.999966,0.095375,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4212,22678014515075,8.886391,0.092247,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4213,22678021970099,7.455024,0.091588,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
4214,22678029427450,7.457351,0.095942,1,1,0,1,1,1.660443,0.321745,-1.652559,0.144112,-1.310668,-0.040000,0.000026,2.101491,-2.094901,0.000022,-1.574993,-0.000007,-0.230670,2.353939,-2.317604,0.378316,-1.169075,-0.447042
